author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
"Michael ten Hompel, Thorsten Schmidt, Lars Nagel 0002",Materialflusssysteme (3. Auflage).,Null,2007,Null,"https://doi.org/10.1007/978-3-540-73236-5, https://www.wikidata.org/entity/Q110923879",Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-73235-8,Null,Null,Null
Null,"Integrity Primitives for Secure Information Systems, Final Report of RACE Integrity Primitives Evaluation RIPE-RACE 1040",Null,1995,Null,https://doi.org/10.1007/3-540-60640-8,Springer,Null,Null,Null,1007,Null,Null,Null,Null,"Antoon Bosselaers, Bart Preneel",Null,Null,Null,3-540-60640-8,Lecture Notes in Computer Science,Null,Null
Kofi Kissi Dompere,"Fuzziness and Approximate Reasoning - Epistemics on Uncertainty, Expectation and Risk in Rational Behavior",Null,2009,1-170,https://doi.org/10.1007/978-3-540-88087-5,Springer,Null,Null,Null,237,Null,Null,db/series/sfsc/index.html#Dompere09b,Null,Null,Null,Null,Null,978-3-540-88086-8,Studies in Fuzziness and Soft Computing,Null,Null
"Henry F. Ledgard, Andrew Singer, John A. Whiteside",Directions in Human Factors for Interactive Systems,Null,1981,Null,https://doi.org/10.1007/3-540-10574-3,Springer,Null,Null,Null,103,Null,Null,Null,Null,Null,Null,Null,Null,3-540-10574-3,Lecture Notes in Computer Science,Null,Null
Josephina Antoniou,"Game Theory, the Internet of Things and 5G Networks - Utilizing Game Theoretic Models to Characterize Challenging Scenarios",Null,2020,1-106,https://doi.org/10.1007/978-3-030-16844-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-16843-8,Null,Null,Null
John Hunt,"A Beginner's Guide to Scala, Object Orientation and Functional Programming",Null,2014,1-494,https://doi.org/10.1007/978-3-319-06776-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-06775-9, 978-3-319-06776-6",Null,Null,Null
Sebastian Wedeniwski,The Mobility Revolution in the Automotive Industry - How not to miss the digital turnpike,Null,2015,1-281,https://doi.org/10.1007/978-3-662-47788-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-662-47787-8, 978-3-662-47788-5",Null,Null,Null
Null,Wisdom Web of Things,Null,2016,Null,https://doi.org/10.1007/978-3-319-44198-6,Null,Null,Null,Null,Null,Null,Null,db/books/collections/ZMLHT2016.html,Null,"Ning Zhong 0001, Jianhua Ma, Jiming Liu 0001, Runhe Huang, Xiaohui Tao",Null,Null,Null,978-3-319-44196-2,Null,Null,Null
"Alexandr Alexandrovich Kuznetsov, Oleksandr Volodymyrovych Potii, Nikolay Alexandrovich Poluyanenko, Yurii Ivanovich Gorbenko, Natalia Kryvinska","Stream Ciphers in Modern Real-time IT Systems - Analysis, Design and Comparative Studies",Null,2022,1-527,https://doi.org/10.1007/978-3-030-79770-6,Springer,Null,Null,Null,375,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-79769-0,Null,Null,Null
Miroslav Hudec,"Fuzziness in Information Systems - How to Deal with Crisp and Fuzzy Data in Selection, Classification, and Summarization",Null,2016,1-198,https://doi.org/10.1007/978-3-319-42518-4,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-42516-0, 978-3-319-42518-4",Null,Null,Null
Petra Perner,Data Mining on Multimedia Data,Null,2002,Null,https://doi.org/10.1007/3-540-36282-7,Springer,Null,Null,Null,2558,Null,Null,Null,Null,Null,Null,Null,Null,3-540-00317-7,Lecture Notes in Computer Science,Null,Null
"Spandan Roy, Indra Narayan Kar",Adaptive-Robust Control with Limited Knowledge on Systems Dynamics - An Artificial Input Delay Approach and Beyond,Null,2020,1-142,https://doi.org/10.1007/978-981-15-0640-6,Springer,Null,Null,Null,257,Null,Null,Null,Null,Null,Null,Null,Null,978-981-15-0639-0,Null,Null,Null
Thomas Rahlf,Data Visualisation with R - 100 Examples,Null,2017,1-385,https://doi.org/10.1007/978-3-319-49751-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-49750-1, 978-3-319-49751-8",Null,Null,Null
"Chengqing Zong, Rui Xia, Jiajun Zhang 0001",Text Data Mining,Null,2021,1-333,https://doi.org/10.1007/978-981-16-0100-2,Springer Singapore,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-981-16-0100-2,Null,Null,Null
Jhonny Pincay Nieves,Smart Urban Logistics - Improving Delivery Services by Computational Intelligence,Null,2022,3-158,https://doi.org/10.1007/978-3-031-16704-1,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-031-16703-4,Null,Null,Null
Jan Treur,"Network-Oriented Modeling for Adaptive Networks: Designing Higher-Order Adaptive Biological, Mental and Social Network Models",Null,2020,Null,https://doi.org/10.1007/978-3-030-31445-3,Springer,Null,Null,Null,251,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-030-31444-6, 978-3-030-31445-3","Studies in Systems, Decision and Control",Null,Null
Null,Real-time Linked Dataspaces - Enabling Data Ecosystems for Intelligent Systems,Null,2020,Null,https://doi.org/10.1007/978-3-030-29665-0,Springer,Real-time Linked Dataspaces,Null,Null,Null,Null,Null,db/books/collections/C2020.html,Null,Edward Curry,Null,Null,Null,"978-3-030-29664-3, 978-3-030-29665-0",Null,Null,Null
Null,"Innovation Practices for Digital Transformation in the Global South - IFIP WG 13.8, 9.4, Invited Selection",Null,2022,Null,https://doi.org/10.1007/978-3-031-12825-7,Springer,Innovation Practices for Digital Transformation in the Global South,Null,Null,645,Null,Null,db/books/collections/IFIP2022.html,Null,"José L. Abdelnour-Nocera, Elisha Ondieki Makori, Jose Antonio Robles-Flores, Constance Bitso",Null,Null,Null,"978-3-031-12824-0, 978-3-031-12825-7",IFIP Advances in Information and Communication Technology,Null,Null
Null,"Convergence of Artificial Intelligence and the Internet of Things - Technology, Communications and Computing",Null,2020,Null,https://doi.org/10.1007/978-3-030-44907-0,Springer,Convergence of Artificial Intelligence and the Internet of Things,Null,Null,Null,Null,Null,db/books/collections/MMBP2020.html,Null,"George Mastorakis, Constandinos X. Mavromoustakis, Jordi Mongay Batalla, Evangelos Pallis",Null,Null,Null,"978-3-030-44906-3, 978-3-030-44907-0",Null,Null,Null
Null,"Cyber and Digital Forensic Investigations, A Law Enforcement Practitioner's Perspective.",Null,2020,Null,https://doi.org/10.1007/978-3-030-47131-6,Springer,Cyber and Digital Forensic Investigations,Null,Null,74,Null,Null,db/books/collections/LC2020.html,Null,"Nhien-An Le-Khac, Kim-Kwang Raymond Choo",Null,Null,Null,"978-3-030-47130-9, 978-3-030-47131-6",Studies in Big Data,Null,Null
Null,Unimagined Futures - ICT Opportunities and Challenges,Null,2020,Null,"https://doi.org/10.1007/978-3-030-64246-4, https://ifip.hal.science/IFIP-AICT-555",Springer,Unimagined Futures,Null,Null,555,Null,Null,db/books/collections/IFIP2020.html,Null,"Leon Strous, Roger Johnson, David Alan Grier, Doron Swade",Null,Null,Null,"978-3-030-64245-7, 978-3-030-64246-4",IFIP Advances in Information and Communication Technology,Null,Null
Null,Knowledge Engineering Tools and Techniques for AI Planning,Null,2020,Null,https://doi.org/10.1007/978-3-030-38561-3,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/VK2020.html,Null,"Mauro Vallati, Diane E. Kitchin",Null,Null,Null,"978-3-030-38560-6, 978-3-030-38561-3",Null,Null,Null
Null,"Microservices, Science and Engineering.",Null,2020,Null,https://doi.org/10.1007/978-3-030-31646-4,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/BDDL2020.html,Null,"Antonio Bucchiarone, Nicola Dragoni, Schahram Dustdar, Patricia Lago, Manuel Mazzara, Victor Rivera, Andrey Sadovykh",Null,Null,Null,"978-3-030-31645-7, 978-3-030-31646-4",Null,Null,Null
Gunther Schmidt 0001,"Rückblick auf die Anfänge der Münchner Informatik: Dokumente, Belege, Veröffentlichungen und Erinnerungen von früh und lange Beteiligten.",Null,2020,Null,https://doi.org/10.1007/978-3-658-28755-9,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-658-28754-2, 978-3-658-28755-9",Null,Null,Null
Reinhard Wilhelm,Einsichten eines Informatikers von geringem Verstande - Glossen aus dem Informatik Spektrum,Null,2020,Null,https://doi.org/10.1007/978-3-658-28386-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-658-28385-8, 978-3-658-28386-5",Null,Null,Null
Null,Decision Making under Constraints,Null,2020,Null,https://doi.org/10.1007/978-3-030-40814-5,Springer,Null,Null,Null,276,Null,Null,db/books/collections/CK2020.html,Null,"Martine Ceberio, Vladik Kreinovich",Null,Null,Null,"978-3-030-40813-8, 978-3-030-40814-5",Null,Null,Null
Null,Connected Health in Smart Cities,Null,2020,Null,https://doi.org/10.1007/978-3-030-27844-1,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/EHK2020.html,Null,"Abdulmotaleb El-Saddik, M. Shamim Hossain, Burak Kantarci",Null,Null,Null,"978-3-030-27843-4, 978-3-030-27844-1",Null,Null,Null
Null,The Future of Software Quality Assurance.,Null,2020,Null,https://doi.org/10.1007/978-3-030-29509-7,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/G2020.html,Null,Stephan Goericke,Null,Null,Null,"978-3-030-29508-0, 978-3-030-29509-7",Null,Null,Null
Null,Fundamentals of Software Startups - Essential Engineering and Business Aspects,Null,2020,Null,https://doi.org/10.1007/978-3-030-35983-6,Springer,Fundamentals of Software Startups,Null,Null,Null,Null,Null,db/books/collections/NMPW2020.html,Null,"Anh Nguyen-Duc 0001, Jürgen Münch, Rafael Prikladnicki, Xiaofeng Wang 0001, Pekka Abrahamsson",Null,Null,Null,"978-3-030-35982-9, 978-3-030-35983-6",Null,Null,Null
Null,Visual Computing for Cultural Heritage,Null,2020,Null,https://doi.org/10.1007/978-3-030-37191-3,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/LVDD2020.html,Null,"Fotis Liarokapis, Athanasios Voulodimos, Nikolaos Doulamis, Anastasios D. Doulamis",Null,Null,Null,"978-3-030-37190-6, 978-3-030-37191-3",Null,Null,Null
Null,Domain Adaptation for Visual Understanding,Null,2020,Null,https://doi.org/10.1007/978-3-030-30671-7,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/SVPR2020.html,Null,"Richa Singh 0001, Mayank Vatsa, Vishal M. Patel, Nalini K. Ratha",Null,Null,Null,"978-3-030-30670-0, 978-3-030-30671-7",Null,Null,Null
Null,Foundations of Data Visualization.,Null,2020,Null,https://doi.org/10.1007/978-3-030-34444-3,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/CHRS2020.html,Null,"Min Chen 0001, Helwig Hauser, Penny Rheingans, Gerik Scheuermann",Null,Null,Null,"978-3-030-34443-6, 978-3-030-34444-3",Null,Null,Null
Null,Handbook of Big Data Privacy.,Null,2020,Null,https://doi.org/10.1007/978-3-030-38557-6,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/CD2020.html,Null,"Kim-Kwang Raymond Choo, Ali Dehghantanha",Null,Null,Null,"978-3-030-38556-9, 978-3-030-38557-6",Null,Null,Null
Null,Adaptive Autonomous Secure Cyber Systems.,Null,2020,Null,https://doi.org/10.1007/978-3-030-33432-1,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/JCSS2020.html,Null,"Sushil Jajodia, George Cybenko, V. S. Subrahmanian, Vipin Swarup, Cliff Wang, Michael P. Wellman",Null,Null,Null,"978-3-030-33431-4, 978-3-030-33432-1",Null,Null,Null
Null,Contemporary Empirical Methods in Software Engineering,Null,2020,Null,https://doi.org/10.1007/978-3-030-32489-6,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/FT2020.html,Null,"Michael Felderer, Guilherme Horta Travassos",Null,Null,Null,"978-3-030-32488-9, 978-3-030-32489-6",Null,Null,Null
Null,Security Infrastructure Technology for Integrated Utilization of Big Data - Applied to the Living Safety and Medical Fields,Null,2020,Null,https://doi.org/10.1007/978-981-15-3654-0,Springer,Security Infrastructure Technology for Integrated Utilization of Big Data,Null,Null,Null,Null,Null,db/books/collections/MM2020.html,Null,"Atsuko Miyaji, Tomoaki Mimoto",Null,Null,Null,"978-981-15-3653-3, 978-981-15-3654-0",Null,Null,Null
Null,Full-Duplex Communications for Future Wireless Networks,Null,2020,Null,https://doi.org/10.1007/978-981-15-2969-6,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/ARS2020.html,Null,"Hirley Alves, Taneli Riihonen, Himal A. Suraweera",Null,Null,Null,"978-981-15-2968-9, 978-981-15-2969-6",Null,Null,Null
Null,"Handbook of Computer Networks and Cyber Security, Principles and Paradigms.",Null,2020,Null,https://doi.org/10.1007/978-3-030-22277-2,Springer,Handbook of Computer Networks and Cyber Security,Null,Null,Null,Null,Null,db/books/collections/GPAP2020.html,Null,"Brij B. Gupta, Gregorio Martínez Pérez, Dharma P. Agrawal, Deepak Gupta 0002",Null,Null,Null,"978-3-030-22276-5, 978-3-030-22277-2",Null,Null,Null
Null,"Blockchain - Grundlagen, Anwendungsszenarien und Nutzungspotenziale",Null,2020,Null,https://doi.org/10.1007/978-3-658-28006-2,Springer Fachmedien Wiesbaden,Blockchain,Null,Null,Null,Null,Null,db/books/collections/FM2020.html,Null,"Hans-Georg Fill, Andreas Meier 0001",Null,Null,Null,978-3-658-28006-2,Edition HMD,Null,Null
Null,Integration of WSN and IoT for Smart Cities,Null,2020,Null,https://doi.org/10.1007/978-3-030-38516-3,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/RMKJ2020.html,Null,"Shalli Rani, R. Maheswar 0001, G. R. Kanagachidambaresan, P. Jayarajan",Null,Null,Null,"978-3-030-38515-6, 978-3-030-38516-3",Null,Null,Null
Null,"Big Data Analytics for Time-Critical Mobility Forecasting, From Raw Data to Trajectory-Oriented Mobility Analytics in the Aviation and Maritime Domains.",Null,2020,Null,https://doi.org/10.1007/978-3-030-45164-6,Springer,Big Data Analytics for Time-Critical Mobility Forecasting,Null,Null,Null,Null,Null,db/books/collections/VADP2020.html,Null,"George A. Vouros, Gennady L. Andrienko, Christos Doulkeridis, Nikolaos Pelekis, Alexander Artikis, Anne-Laure Jousselme, Cyril Ray, José Manuel Cordero Garcia, David Scarlatti",Null,Null,Null,"978-3-030-45163-9, 978-3-030-45164-6",Null,Null,Null
Null,New Trends in Robot Control,Null,2020,Null,https://doi.org/10.1007/978-981-15-1819-5,Springer,Null,Null,Null,270,Null,Null,db/books/collections/GDZ2009.html,Null,"Jawhar Ghommam, Nabil Derbel, Quanmin Zhu",Null,Null,Null,"978-981-15-1818-8, 978-981-15-1819-5","Studies in Systems, Decision and Control",Null,Null
"Darko Brodic, Alessia Amelio",The CAPTCHA: Perspectives and Challenges - Perspectives and Challenges in Artificial Intelligence.,Null,2020,Null,https://doi.org/10.1007/978-3-030-29345-1,Springer,Null,Null,Null,162,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-030-29344-4, 978-3-030-29345-1","Smart Innovation, Systems and Technologies",Null,Null
Null,"Beyond Planar Graphs, Communications of NII Shonan Meetings.",Null,2020,Null,https://doi.org/10.1007/978-981-15-6533-5,Springer,Beyond Planar Graphs,Null,Null,Null,Null,Null,db/books/collections/HT2020.html,Null,"Seok-Hee Hong, Takeshi Tokuyama",Null,Null,Null,"978-981-15-6532-8, 978-981-15-6533-5",Null,Null,Null
"K. R. Venugopal 0001, K. C. Srikantaiah, Sejal Santosh Nimbhorkar",Web Recommendations Systems.,Null,2020,Null,https://doi.org/10.1007/978-981-15-2513-1,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-981-15-2512-4, 978-981-15-2513-1",Null,Null,Null
Null,"Digital Forensic Education, An Experiential Learning Approach.",Null,2020,Null,https://doi.org/10.1007/978-3-030-23547-5,Springer,Digital Forensic Education,Null,Null,61,Null,Null,db/books/collections/ZC2020.html,Null,"Xiaolu Zhang, Kim-Kwang Raymond Choo",Null,Null,Null,"978-3-030-23546-8, 978-3-030-23547-5",Studies in Big Data,Null,Null
Null,"Metrics of Sensory Motor Coordination and Integration in Robots and Animals - How to Measure the Success of Bioinspired Solutions with Respect to their Natural Models, and Against More 'Artificial' Solutions?",Null,2020,Null,https://doi.org/10.1007/978-3-030-14126-4,Springer,Metrics of Sensory Motor Coordination and Integration in Robots and Animals,Null,Null,36,Null,Null,db/books/collections/BMPH2020.html,Null,"Fabio Bonsignorio, Elena Messina, Angel P. del Pobil, John Hallam",Null,Null,Null,"978-3-030-14124-0, 978-3-030-14126-4",Cognitive Systems Monographs,Null,Null
Malte Helmert,Understanding Planning Tasks: Domain Complexity and Heuristic Decomposition.,University of Freiburg,2008,1-270,"https://doi.org/10.1007/978-3-540-77723-6, https://d-nb.info/98683324X",Springer,Null,Null,Null,4929,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-77722-9,Lecture Notes in Computer Science,Null,Null
Ralph Steyer,Building web applications with Vue.js - MVVM patterns for conventional and single-page websites,Null,2022,1-219,https://doi.org/10.1007/978-3-658-37596-6,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-658-37595-9,Null,Null,Null
"Bernhard Ganter, Sergei A. Obiedkov",Conceptual Exploration,Null,2016,1-315,https://doi.org/10.1007/978-3-662-49291-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-662-49290-1, 978-3-662-49291-8",Null,Null,Null
Stefan Uhrig,Human Information Processing in Speech Quality Assessment,Null,2021,1-166,https://doi.org/10.1007/978-3-030-71389-8,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-030-71388-1,Null,Null,Null
Null,The Internet of Things for Smart Urban Ecosystems.,Null,2019,Null,https://doi.org/10.1007/978-3-319-96550-5,Springer,Null,Null,Null,Null,Null,Null,db/books/collections/CGMSV2019.html,Null,"Franco Cicirelli, Antonio Guerrieri, Carlo Mastroianni, Giandomenico Spezzano, Andrea Vinci",Null,Null,Null,"978-3-319-96549-9, 978-3-319-96550-5",Null,Null,Null
"Mark McKenney, Markus Schneider 0001",Map Framework - A Formal Model of Maps as a Fundamental Data Type in Information Systems,Null,2016,1-140,https://doi.org/10.1007/978-3-319-46766-5,Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"978-3-319-46764-1, 978-3-319-46766-5",Null,Null,Null
Manuela M. Veloso,Planning and Learning by Analogical Reasoning,Null,1994,Null,https://doi.org/10.1007/3-540-58811-6,Springer,Null,Null,Null,886,Null,Null,Null,Null,Null,Null,Null,Null,3-540-58811-6,Lecture Notes in Computer Science,Null,Null
"Michael ten Hompel, Thorsten Schmidt",Warehouse Management: Automation and Organisation of Warehouse and Order Picking Systems.,Null,2007,Null,"https://doi.org/10.1007/978-3-540-35220-4, https://www.wikidata.org/entity/Q110923880",Springer,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-35218-1,Null,Null,Null
"S. Tucker Taft, Robert A. Duff, Randall Brukardt, Erhard Plödereder, Pascal Leroy",Ada 2005 Reference Manual. Language and Standard Libraries - International Standard ISO/IEC 8652/1995 (E) with Technical Corrigendum 1 and Amendment 1,Null,2006,Null,https://doi.org/10.1007/978-3-540-69336-9,Springer,Null,Null,Null,4348,Null,Null,Null,Null,Null,Null,Null,Null,978-3-540-69335-2,Lecture Notes in Computer Science,Null,Null
Null,Managing and Mining Sensor Data,Null,2013,Null,https://doi.org/10.1007/978-1-4614-6309-2,Springer,Managing and Mining Sensor Data,Null,Null,Null,Null,Null,db/books/collections/mmsd2013.html,Null,Charu C. Aggarwal,Null,Null,Null,"978-1-4614-6308-5, 978-1-4614-6309-2",Null,Null,Null
